,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponyms,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,user_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
177539,1251582088932929536,2020-04-18T18:43:17,es,1689240224,,,,0.866,1,PER,F,"[{'label': 'MISC', 'term': 'Estas situaciones me ponen'}]","[-27.90322311, -55.75570968]",AR,Misiones,,,"[[[-56.059714, -28.163276], [-56.059714, -25.494475], [-53.641135, -25.494475], [-53.641135, -28.163276]]]",AR,Misiones,,,Arg,MA,,cercle d'Asni,,,,,,,,,,,,-27.90322311,-55.75570968
177835,1251610657926967296,2020-04-18T20:36:49,en,13772282,,,,0.675,1,ORG,,"[{'label': 'COVID-Entity', 'term': 'Covid'}, {'label': 'ORG', 'term': 'MCO'}, {'label': 'PERSON', 'term': 'Hulu Langat'}, {'label': 'PERSON', 'term': 'Negeri Sembilan'}, {'label': 'GPE', 'term': 'Malaysia'}]","[3.1118, 101.815]",MY,Selangor,,Kajang Municipal Council,"[[[101.761437, 3.057213], [101.761437, 3.284394], [101.965355, 3.284394], [101.965355, 3.057213]]]",MY,Selangor,,Kajang Municipal Council,"iBork 3 154325,101 707405",MA,,Pachalik de Casablanca,arrondissement d'El Maarif مقاطعة المعاريف,,,,,,['Malaysia'],['MY'],['UNK'],['UNK'],['UNK'],3.1118,101.815
178034,1251628655329099776,2020-04-18T21:48:20,ca,2358288099,,,,0.616,0,PER,M,"[{'label': 'PERSON', 'term': 'stayathome staysafe staystrong'}, {'label': 'MISC', 'term': 'Al Hocema'}]","[35.2492, -3.93278]",MA,,Pachalik d'Al Hoceima باشوية الحسيمة,Al Hoceima,"[[[-3.965759, 35.209925], [-3.965759, 35.262154], [-3.911257, 35.262154], [-3.911257, 35.209925]]]",MA,,Pachalik d'Al Hoceima باشوية الحسيمة,Al Hoceima,,,,,,,,,,,,,,,,35.2492,-3.93278
178696,1251698417547399170,2020-04-19T02:25:32,en,1100624319711870977,,,,0.546,-1,PER,M,"[{'label': 'ORG', 'term': 'Popeyes'}]","[37.962033, -121.758375]",US,California,Contra Costa County,Antioch,"[[[-121.860664, 37.945647], [-121.860664, 38.025674], [-121.732224, 38.025674], [-121.732224, 37.945647]]]",US,California,Contra Costa County,Antioch,The 9,MA,,,,,,,,,,,,,,37.962033,-121.758375
178797,1251716011654434816,2020-04-19T03:35:27,en,1100624319711870977,,,,0.933,-1,PER,M,"[{'label': 'CARDINAL', 'term': '8 35p'}]","[38.006691, -121.842673]",US,California,Contra Costa County,,"[[[-121.860664, 37.945647], [-121.860664, 38.025674], [-121.732224, 38.025674], [-121.732224, 37.945647]]]",US,California,Contra Costa County,Antioch,The 9,MA,,,,,,,,,,,,,,38.006691,-121.842673
180741,1251944228986421250,2020-04-19T18:42:18,en,3692968335,,,,0.412,0,PER,M,"[{'label': 'FAC', 'term': 'covid19 corona worldhealthorganization worldhealth'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,,,,,,,,,,,,,,,,32.0,-6.0
180785,1251947654206164992,2020-04-19T18:55:55,fr,438421900,,,,0.611,0,PER,F,"[{'label': 'MISC', 'term': 'Gomtrie B building'}, {'label': 'LOC', 'term': 'Casa Taos'}]","[31.67190738, -8.0954904]",MA,,cercle de Saada,Saâda,"[[[-8.202162, 31.497516], [-8.202162, 31.73163], [-8.065372, 31.73163], [-8.065372, 31.497516]]]",MA,,cercle de Saada,Saâda,Marrakech,MA,,Pachalik de Marrakech,,"['Maroc', 'Marrakech']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'Pachalik de Marrakech']","['UNK', 'UNK']",['Casa Taos'],['US'],['New Mexico'],['Taos County'],['UNK'],31.67190738,-8.0954904
181351,1251997482290118656,2020-04-19T22:13:55,fr,517666555,,,,0.88,1,ORG,,"[{'label': 'LOC', 'term': 'K Merci'}, {'label': 'ORG', 'term': 'Rouge Ivoire L Art'}]","[33.59430819, -7.64407039]",MA,,Pachalik de Casablanca,arrondissement d'Anfa مقاطعة أنفا,"[[[-7.740491, 33.55246], [-7.740491, 33.61668], [-7.636016, 33.61668], [-7.636016, 33.55246]]]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,arrondissement d'Anfa مقاطعة أنفا,"Casablanca, Grand Casablanca",MA,,,,,,,,,['K Merci'],['HT'],['Artibonite Department'],['UNK'],['Commune Terre Neuve'],33.59430819,-7.64407039
181686,1252029168969080832,2020-04-20T00:19:50,es,1070255178568396800,,,,0.564,1,PER,M,"[{'label': 'COVID-Entity', 'term': 'COVID'}]","[35.78572174, -5.81459999]",MA,,pachalik de Tanger طنجة,Tangier,"[[[-5.949789, 35.706305], [-5.949789, 35.801253], [-5.789153, 35.801253], [-5.789153, 35.706305]]]",MA,,pachalik de Tanger طنجة,arrondissement de Tanger-Medina طنجة المدينة,"Tánger, Marruecos",MA,,pachalik de Tanger طنجة,Tangier,"['Centro', 'Exterior', 'Rabat', 'Marruecos']","['PT', 'CO', 'MA', 'MA']","['Centro', 'Meta', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK', 'UNK']",,,,,,35.78572174,-5.81459999
182020,1252074490126905345,2020-04-20T03:19:55,en,461267856,,,,0.491,0,UNK,,"[{'label': 'CARDINAL', 'term': '0'}, {'label': 'CARDINAL', 'term': '255'}, {'label': 'CARDINAL', 'term': '5'}]","[32.33418445, -6.36137366]",MA,,Pachalik de Beni Mellal,Beni Mellal,"[[[-6.419619, 32.301479], [-6.419619, 32.367932], [-6.310781, 32.367932], [-6.310781, 32.301479]]]",MA,,Pachalik de Beni Mellal,Beni Mellal,,,,,,,,,,,,,,,,32.33418445,-6.36137366
182366,1252134354857361408,2020-04-20T07:17:48,en,25981407,,,,0.44,1,PER,F,"[{'label': 'GPE', 'term': 'Morocco'}, {'label': 'CARDINAL', 'term': 'one'}, {'label': 'GPE', 'term': 'Imlil'}]","[31.13570968, -7.91885142]",MA,,cercle d'Asni,,"[[[-8.03358, 31.044272], [-8.03358, 31.28481], [-7.799687, 31.28481], [-7.799687, 31.044272]]]",MA,,cercle d'Asni,,,,,,,"['Morocco', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']","['Morocco', 'Imlil']","['MA', 'MA']","['UNK', 'UNK']","['UNK', ""cercle d'Oultana""]","['UNK', 'Imlil']",31.13570968,-7.91885142
182533,1252157134374006788,2020-04-20T08:48:19,fr,517666555,,,,0.582,0,ORG,,,"[33.59430819, -7.64407039]",MA,,Pachalik de Casablanca,arrondissement d'Anfa مقاطعة أنفا,"[[[-7.740491, 33.55246], [-7.740491, 33.61668], [-7.636016, 33.61668], [-7.636016, 33.55246]]]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,arrondissement d'Anfa مقاطعة أنفا,"Casablanca, Grand Casablanca",MA,,,,,,,,,,,,,,33.59430819,-7.64407039
183285,1252220295613685761,2020-04-20T12:59:18,en,1162681748192411649,,,,0.771,0,UNK,,,"[33.94412984, -6.93577945]",MA,,Pachalik de Harhoura,,"[[[-6.998397, 33.896186], [-6.998397, 33.961961], [-6.910478, 33.961961], [-6.910478, 33.896186]]]",MA,,Pachalik de Harhoura,,Rabat Salé Zemmour Zaër,MA,,pachalik de Rabat,Rabat,['Maroc'],['MA'],['UNK'],['UNK'],['UNK'],,,,,,33.94412984,-6.93577945
183287,1252220590028500992,2020-04-20T13:00:28,en,1162681748192411649,,,,0.771,0,UNK,,,"[33.94412984, -6.93577945]",MA,,Pachalik de Harhoura,,"[[[-6.998397, 33.896186], [-6.998397, 33.961961], [-6.910478, 33.961961], [-6.910478, 33.896186]]]",MA,,Pachalik de Harhoura,,Rabat Salé Zemmour Zaër,MA,,pachalik de Rabat,Rabat,['Maroc'],['MA'],['UNK'],['UNK'],['UNK'],,,,,,33.94412984,-6.93577945
183290,1252220757179916288,2020-04-20T13:01:08,en,1162681748192411649,,,,0.771,0,UNK,,,"[33.94412984, -6.93577945]",MA,,Pachalik de Harhoura,,"[[[-6.998397, 33.896186], [-6.998397, 33.961961], [-6.910478, 33.961961], [-6.910478, 33.896186]]]",MA,,Pachalik de Harhoura,,Rabat Salé Zemmour Zaër,MA,,pachalik de Rabat,Rabat,['Maroc'],['MA'],['UNK'],['UNK'],['UNK'],,,,,,33.94412984,-6.93577945
183427,1252231739000455169,2020-04-20T13:44:46,en,1128129884134490112,,,,0.648,1,PER,F,"[{'label': 'PERSON', 'term': 'queeninquarantine saharadesert deserttours'}, {'label': 'GPE', 'term': 'morocco'}]","[31.13127191, -4.01678051]",MA,,cercle d'Er-Rissani,Et-taous ⵟⴰⵡⵙ الطاوس,"[[[-4.500019, 30.541083], [-4.500019, 31.187577], [-3.535083, 31.187577], [-3.535083, 30.541083]]]",MA,,cercle d'Er-Rissani,Et-taous ⵟⴰⵡⵙ الطاوس,Merzouga desert,MA,,cercle d'Er-Rissani,Et-taous ⵟⴰⵡⵙ الطاوس,"['Merzouga', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","[""cercle d'Er-Rissani"", 'UNK']","['Et-taous ⵟⴰⵡⵙ الطاوس', 'UNK']",['morocco'],['MA'],['UNK'],['UNK'],['UNK'],31.13127191,-4.01678051
184921,1252361256205316104,2020-04-20T22:19:25,fr,517666555,,,,0.605,0,ORG,,"[{'label': 'MISC', 'term': 'Catalogue'}]","[33.59430819, -7.64407039]",MA,,Pachalik de Casablanca,arrondissement d'Anfa مقاطعة أنفا,"[[[-7.740491, 33.55246], [-7.740491, 33.61668], [-7.636016, 33.61668], [-7.636016, 33.55246]]]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,arrondissement d'Anfa مقاطعة أنفا,"Casablanca, Grand Casablanca",MA,,,,,,,,,,,,,,33.59430819,-7.64407039
185076,1252373272722722817,2020-04-20T23:07:10,en,793469616651661316,,,,0.405,0,PER,M,"[{'label': 'GPE', 'term': 'Morocco'}, {'label': 'EVENT', 'term': 'Tuaregs'}, {'label': 'NORP', 'term': 'Berber'}, {'label': 'COVID-Entity', 'term': 'Corona'}, {'label': 'COVID-Entity', 'term': 'COVID'}, {'label': 'CARDINAL', 'term': '19'}]","[31.13483563, -7.91937098]",MA,,cercle d'Asni,,"[[[-8.03358, 31.044272], [-8.03358, 31.28481], [-7.799687, 31.28481], [-7.799687, 31.044272]]]",MA,,cercle d'Asni,,Atlas Mountains Morocco,MA,,cercle de Taliouine,,"['Morocco', 'Mountain Biking', 'Marrakech']","['MA', 'US', 'MA']","['UNK', 'California', 'UNK']","['UNK', 'Riverside County', 'Pachalik de Marrakech']","['UNK', 'UNK', 'UNK']",['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],31.13483563,-7.91937098
185077,1252373365718802433,2020-04-20T23:07:33,en,793469616651661316,,,,0.398,0,PER,M,"[{'label': 'GPE', 'term': 'Morocco'}, {'label': 'EVENT', 'term': 'Tuaregs'}, {'label': 'NORP', 'term': 'Berber'}, {'label': 'COVID-Entity', 'term': 'Corona'}]","[31.13483563, -7.91937098]",MA,,cercle d'Asni,,"[[[-8.03358, 31.044272], [-8.03358, 31.28481], [-7.799687, 31.28481], [-7.799687, 31.044272]]]",MA,,cercle d'Asni,,Atlas Mountains Morocco,MA,,cercle de Taliouine,,"['Morocco', 'Mountain Biking', 'Marrakech']","['MA', 'US', 'MA']","['UNK', 'California', 'UNK']","['UNK', 'Riverside County', 'Pachalik de Marrakech']","['UNK', 'UNK', 'UNK']",['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],31.13483563,-7.91937098
186496,1252549451543003138,2020-04-21T10:47:15,en,842291354,,,,0.62,-1,PER,M,"[{'label': 'PERSON', 'term': 'LockdownRetroPhotos'}, {'label': 'CARDINAL', 'term': 'more than a second'}, {'label': 'ORG', 'term': 'Social Media'}, {'label': 'ORG', 'term': 'Instagram'}]","[46.25430463, 6.82181674]",FR,Auvergne-Rhône-Alpes,Upper Savoy,,"[[[6.771283, 46.196225], [6.771283, 46.292489], [6.864896, 46.292489], [6.864896, 46.196225]]]",FR,Auvergne-Rhône-Alpes,Upper Savoy,,,,,,,"['Maroc', 'Merzouga']","['MA', 'MA']","['UNK', 'UNK']","['UNK', ""cercle d'Er-Rissani""]","['UNK', 'Et-taous ⵟⴰⵡⵙ الطاوس']",,,,,,46.25430463,6.82181674
187173,1252603100558495744,2020-04-21T14:20:26,es,467282870,,,,0.553,1,UNK,,"[{'label': 'MISC', 'term': 'Dia 39 Pas'}, {'label': 'MISC', 'term': 'Desde Mi Alma'}]","[34.30714386, -5.625]",MA,,cercle de Chrarda,,"[[[-5.635231, 34.263882], [-5.635231, 34.419201], [-5.492005, 34.419201], [-5.492005, 34.263882]]]",MA,,cercle de Chrarda,Tekna,,,,,,,,,,,,,,,,34.30714386,-5.625
187569,1252641192656936963,2020-04-21T16:51:47,en,2815641686,,,,0.45,1,PER,F,,"[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Morocco,MA,,,,,,,,,,,,,,32.0,-6.0
188724,1252733352378916864,2020-04-21T22:58:00,fr,360698512,,,,0.712,0,PER,M,"[{'label': 'MISC', 'term': 'like likeforlikes'}, {'label': 'ORG', 'term': 'Morocco'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,"Oujda Angad, Oriental",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,,,,,,,,,,,32.0,-6.0
190076,1252897148288589825,2020-04-22T09:48:52,en,25981407,,,,0.47,0,PER,F,"[{'label': 'PERSON', 'term': 'Hajj'}, {'label': 'PERSON', 'term': 'travelvibes'}, {'label': 'PERSON', 'term': 'travelblogger kings'}]","[31.13483563, -7.91937098]",MA,,cercle d'Asni,,"[[[-8.03358, 31.044272], [-8.03358, 31.28481], [-7.799687, 31.28481], [-7.799687, 31.044272]]]",MA,,cercle d'Asni,,,,,,,"['Morocco', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",,,,,,31.13483563,-7.91937098
190403,1252920626064564224,2020-04-22T11:22:10,fr,40441483,,,,0.896,-1,UNK,,"[{'label': 'PERSON', 'term': 'AbDelCastroLesYeuks Enferm'}, {'label': 'MISC', 'term': 'Marrakesh'}, {'label': 'ORG', 'term': 'Morocco'}]","[31.63341735, -8.00839127]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.63341735,-8.00839127
190420,1252921898536747008,2020-04-22T11:27:13,fr,40441483,,,,0.896,-1,UNK,,"[{'label': 'PERSON', 'term': 'AbDelCastroLesYeuks Enferm'}, {'label': 'MISC', 'term': 'Marrakesh'}, {'label': 'ORG', 'term': 'Morocco'}]","[31.63341735, -8.00839127]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.63341735,-8.00839127
190761,1252954845805412352,2020-04-22T13:38:08,fr,53031582,,,,0.588,1,UNK,,"[{'label': 'MISC', 'term': 'Dessin digital sur photographie'}, {'label': 'COVID-Entity', 'term': 'Covid 19'}, {'label': 'LOC', 'term': 'Maroc'}]","[35.3719, -5.97444]",MA,,cercle d'Assilah دائرة أصيلة,,"[[[-6.022814, 35.304687], [-6.022814, 35.439616], [-5.914633, 35.439616], [-5.914633, 35.304687]]]",MA,,cercle d'Assilah دائرة أصيلة,,"Asilah, Morocco",MA,,Pachalik d'Assilah باشوية أصيلة,Asilah,,,,,,['Maroc'],['MA'],['UNK'],['UNK'],['UNK'],35.3719,-5.97444
192378,1253100709601439745,2020-04-22T23:17:45,ar,1121383363095482368,,,,0.584,1,UNK,,"[{'label': 'PERSON', 'term': 'stayhome staysafe'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Morocco,MA,,,,,,,,,,,,,,32.0,-6.0
193659,1253275658332954629,2020-04-23T10:52:56,en,447388917,,,,0.586,0,ORG,,"[{'label': 'ORG', 'term': 'SocialDistancing'}]","[34.25, -6.5833]",MA,,Pachalik de Kenitra باشوية القنيطرة,Kenitra,"[[[-6.652803, 34.206959], [-6.652803, 34.310202], [-6.511017, 34.310202], [-6.511017, 34.206959]]]",MA,,Pachalik de Kenitra باشوية القنيطرة,Kenitra,,,,,,,,,,,,,,,,34.25,-6.5833
194202,1253331998858309640,2020-04-23T14:36:48,en,1220389520119562244,,,,0.893,-1,UNK,,"[{'label': 'PERSON', 'term': 'picoftheday woods'}, {'label': 'PERSON', 'term': 'horrormovies'}]","[36.5719112, 36.12140882]",TR,,Arsuz,,"[[[35.78212, 36.249156], [35.78212, 36.721314], [36.348264, 36.721314], [36.348264, 36.249156]]]",TR,,,,"Innsmouth, MA",MA,,,,,,,,,,,,,,36.5719112,36.12140882
194527,1253363634173956096,2020-04-23T16:42:31,en,1439765222,,,,0.42,1,UNK,,"[{'label': 'GPE', 'term': 'morocco'}, {'label': 'PERSON', 'term': 'covid 19 savetourism stayathome'}]","[30.9217, -6.9175]",MA,,Pachalik d'Ouarzazate,Ouarzazate,"[[[-6.977083, 30.913398], [-6.977083, 30.94546], [-6.87093, 30.94546], [-6.87093, 30.913398]]]",MA,,Pachalik d'Ouarzazate,Ouarzazate,Marrakech,MA,,Pachalik de Marrakech,,,,,,,['morocco'],['MA'],['UNK'],['UNK'],['UNK'],30.9217,-6.9175
194895,1253400559505170433,2020-04-23T19:09:15,en,3586921,,,,0.616,0,UNK,,"[{'label': 'WORK_OF_ART', 'term': 'Tune In Man Daba 1 h LiveStream'}, {'label': 'ORG', 'term': 'C 2020'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Marrakech Morocco ,MA,,Pachalik de Marrakech,,,,,,,,,,,,32.0,-6.0
195010,1253410045313708032,2020-04-23T19:46:56,en,789607863513653248,,,,0.693,1,DATE,,"[{'label': 'PERSON', 'term': 'Ramadan Kareem'}, {'label': 'DATE', 'term': 'May'}, {'label': 'PERSON', 'term': 'Allah'}, {'label': 'DATE', 'term': 'the holy month of Ramadan F ramadan'}]","[31.13127191, -4.01678051]",MA,,cercle d'Er-Rissani,Et-taous ⵟⴰⵡⵙ الطاوس,"[[[-4.500019, 30.541083], [-4.500019, 31.187577], [-3.535083, 31.187577], [-3.535083, 30.541083]]]",MA,,cercle d'Er-Rissani,Et-taous ⵟⴰⵡⵙ الطاوس,Morocco,MA,,,,['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],,,,,,31.13127191,-4.01678051
195017,1253410567106080773,2020-04-23T19:49:01,en,2815641686,,,,0.922,-1,PER,F,"[{'label': 'GPE', 'term': 'morocco'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Morocco,MA,,,,,,,,,['morocco'],['MA'],['UNK'],['UNK'],['UNK'],32.0,-6.0
195056,1253414142834143232,2020-04-23T20:03:13,fr,423958700,,,,0.645,0,ORG,,"[{'label': 'MISC', 'term': 'Combinaison de protection'}, {'label': 'MISC', 'term': 'DAZI'}, {'label': 'LOC', 'term': 'Contactez'}, {'label': 'PERSON', 'term': 'Mdical'}, {'label': 'ORG', 'term': 'Fs'}, {'label': 'ORG', 'term': 'Morocco'}]","[34.037, -5.0027]",MA,,Pachalik du Fes,Fez,"[[[-5.042447, 34.013327], [-5.042447, 34.058368], [-4.968602, 34.058368], [-4.968602, 34.013327]]]",MA,,Pachalik du Fes,arrondissement d'Agdal أكدال,fes,MA,,Pachalik du Fes,Fez,,,,,,,,,,,34.037,-5.0027
195211,1253430693742313480,2020-04-23T21:08:59,fr,102133096,,,,0.662,-1,UNK,,"[{'label': 'ORG', 'term': 'NEUTRALISER'}, {'label': 'MISC', 'term': 'Tltravail'}, {'label': 'MISC', 'term': 'CDI'}]","[33.5942, -7.6193]",MA,,Pachalik de Casablanca,Casablanca,"[[[-7.63981, 33.582683], [-7.63981, 33.620683], [-7.579696, 33.620683], [-7.579696, 33.582683]]]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,Casablanca,"Casablanca, Morocco",MA,,,,"['Centre', 'Maroc']","['FR', 'MA']","['Centre-Loire Valley', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",,,,,,33.5942,-7.6193
195866,1253494828823953409,2020-04-24T01:23:50,ar,3586921,,,,0.677,1,UNK,,"[{'label': 'GPE', 'term': 'Morocco'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Marrakech Morocco ,MA,,Pachalik de Marrakech,,,,,,,['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],32.0,-6.0
196828,1253634633788424194,2020-04-24T10:39:22,fr,102133096,,,,0.632,0,UNK,,"[{'label': 'MISC', 'term': 'LIVE 2 L APRS'}, {'label': 'MISC', 'term': 'REPENSER'}, {'label': 'MISC', 'term': 'NUMRIQUES'}, {'label': 'MISC', 'term': 'LES MODES DE TRAVAIL'}, {'label': 'MISC', 'term': 'ET LES OUTILS DE COLLABORATION ET COMMUNICATION'}]","[33.9865, -6.8517]",MA,,pachalik de Rabat,Rabat,"[[[-6.897168, 33.929195], [-6.897168, 34.021332], [-6.835422, 34.021332], [-6.835422, 33.929195]]]",MA,,pachalik de Rabat,Rabat,"Casablanca, Morocco",MA,,,,"['Centre', 'Maroc']","['FR', 'MA']","['Centre-Loire Valley', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",,,,,,33.9865,-6.8517
197697,1253708844078948355,2020-04-24T15:34:15,in,217489412,,,,0.408,1,PER,F,"[{'label': 'PERSON', 'term': 'sa7a'}, {'label': 'CARDINAL', 'term': '50'}, {'label': 'PERSON', 'term': 'Ndawzo corona m3a'}, {'label': 'GPE', 'term': 'Casablanca'}, {'label': 'GPE', 'term': 'Morocco'}]","[33.5942, -7.6193]",MA,,Pachalik de Casablanca,Casablanca,"[[[-7.63981, 33.582683], [-7.63981, 33.620683], [-7.579696, 33.620683], [-7.579696, 33.582683]]]",MA,,Pachalik de Casablanca,Casablanca,,,,,,,,,,,"['Casablanca', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",33.5942,-7.6193
198630,1253784114613936128,2020-04-24T20:33:21,ar,1485533462,,,,0.798,1,PER,F,"[{'label': 'CARDINAL', 'term': '9'}, {'label': 'ORG', 'term': 'YB'}]","[30.51520784, -9.68101501]",MA,,cercle d'Agadir-Atlantique,,"[[[-9.6909, 30.465406], [-9.6909, 30.583023], [-9.528544, 30.583023], [-9.528544, 30.465406]]]",MA,,cercle d'Agadir-Atlantique,,"Agadir, Souss Massa Draa, Morocco",MA,,,Agadir,,,,,,,,,,,30.51520784,-9.68101501
199633,1253900193352658944,2020-04-25T04:14:37,pt,1252293005014425600,,,,0.617,0,ORG,,"[{'label': 'LOC', 'term': 'B9q'}, {'label': 'COVID-Entity', 'term': 'Corona'}]","[28.9839, -10.0603]",MA,,,Guelmim Province,"[[[-10.107359, 28.951495], [-10.107359, 29.029208], [-10.034923, 29.029208], [-10.034923, 28.951495]]]",MA,,,Guelmim Province,,,,,,,,,,,"['B9q', 'Corona']","['BI', 'US']","['Ruyigi', 'New Mexico']","['UNK', 'Lincoln County']","['UNK', 'UNK']",28.9839,-10.0603
200724,1254053158160138241,2020-04-25T14:22:26,fr,19212537,,,,0.525,0,PER,M,"[{'label': 'MISC', 'term': 'C'}, {'label': 'MISC', 'term': 'Avril 2020'}]","[29.68267237, -9.7103664]",MA,,Pachalik de Tiznit باشوية تزنيت,Tiznit,"[[[-9.769342, 29.640074], [-9.769342, 29.731578], [-9.655295, 29.731578], [-9.655295, 29.640074]]]",MA,,Pachalik de Tiznit باشوية تزنيت,Tiznit,"Tiznit,",MA,,Pachalik de Tiznit باشوية تزنيت,Tiznit,,,,,,,,,,,29.68267237,-9.7103664
201626,1254138546014871554,2020-04-25T20:01:44,fr,40441483,,,,0.933,-1,UNK,,"[{'label': 'MISC', 'term': 'Mrite Rflexion CitoyenDuMondeLibre'}, {'label': 'LOC', 'term': 'Gueliz Plaza'}, {'label': 'LOC', 'term': 'Marrakesh'}, {'label': 'ORG', 'term': 'Morocco'}]","[31.63341735, -8.00839127]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,"['Gueliz Plaza', 'Marrakesh']","['MA', 'MA']","['UNK', 'UNK']","['Pachalik de Marrakech', 'Pachalik de Marrakech']","['Marrakesh', 'Marrakesh']",31.63341735,-8.00839127
201665,1254142677752459264,2020-04-25T20:18:09,und,440384983,,,,0.444,0,PER,F,,"[34.6871, -1.9121]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"[[[-1.9652, 34.644211], [-1.9652, 34.742276], [-1.852947, 34.742276], [-1.852947, 34.644211]]]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"OUJDA MOROCCO , وجدة المغرب",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,,,,,,,,,,,34.6871,-1.9121
202035,1254173963887968259,2020-04-25T22:22:29,fr,1100886880491577344,,,,0.528,0,ORG,,"[{'label': 'LOC', 'term': 'coronavirus'}, {'label': 'LOC', 'term': 'Marrakech'}]","[31.6333, -8]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,Marrakech Tensift Al Haouz,MA,,Pachalik de Marrakech,Marrakesh,,,,,,"['coronavirus', 'Marrakech']","['GT', 'MA']","['Guatemala', 'UNK']","['UNK', 'Pachalik de Marrakech']","['Villa Nueva City', 'UNK']",31.6333,-8.0
