,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponym,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,User_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
2012763,1224098338384908289,2020-02-02T22:32:41,fr,160980846,,,,0.896,-1,CARDINAL,,"[{'label': 'LOC', 'term': 'Europen'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'LOC', 'term': 'France'}]","[35.301872, 139.256073]",JP,,Naka County,,"[[[139.232698, 35.28691], [139.232698, 35.330151], [139.269432, 35.330151], [139.269432, 35.28691]]]",JP,,Naka County,,Japon,JP,,,,,,,,,"['Europen', 'France']","['SE', 'FR']","['UNK', 'UNK']","['Stockholm County', 'UNK']","['UNK', 'UNK']",35.301872,139.256073
2019564,1224099961190543361,2020-02-02T22:39:08,en,138418838,,,,0.519,0,PER,F,"[{'label': 'NORP', 'term': 'Thai'}, {'label': 'GPE', 'term': 'Thailand'}, {'label': 'CARDINAL', 'term': 'two'}]","[51.50413561, -0.13608912]",GB,England,,Westminster,"[[[-0.187894, 51.483718], [-0.187894, 51.516466], [-0.109978, 51.516466], [-0.109978, 51.483718]]]",GB,England,,City of London,Americas United Kingdom,GB,England,Rutland,,['Americas United Kingdom'],['GB'],['England'],['Rutland'],['UNK'],['Thailand'],['TH'],['UNK'],['UNK'],['UNK'],51.50413561,-0.13608912
2024486,1224101176465068032,2020-02-02T22:43:57,es,134521208,,,,0.485,0,PER,M,"[{'label': 'MISC', 'term': 'Repost'}, {'label': 'LOC', 'term': 'Wuhan'}]","[8.9709104, -79.534758]",PA,Panamá,Distrito Panamá,Panama,"[[[-83.051445, 7.20386], [-83.051445, 9.639486], [-77.13939, 9.639486], [-77.13939, 7.20386]]]",PA,,,,Panamá,PA,Panamá,,,,,,,,['Wuhan'],['CN'],['Hubei'],"[""Jiang'an District""]",['Wuhan'],8.9709104,-79.534758
2026095,1224101575104163841,2020-02-02T22:45:32,en,853007708814954496,,,,0.677,0,PER,F,"[{'label': 'ORG', 'term': 'San Francisco Health Officials Confirm'}, {'label': 'GPE', 'term': 'Santa Clara County'}, {'label': 'GPE', 'term': 'China'}]","[37.7929728, -122.3958528]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['Santa Clara County', 'China']","['US', 'CN']","['California', 'UNK']","['Santa Clara County', 'UNK']","['UNK', 'UNK']",37.7929728,-122.3958528
2046966,1224107088856698881,2020-02-02T23:07:27,pt,1467246056,,,,0.67,0,UNK,,,"[-22.788901, -43.369078]",BR,Rio de Janeiro,Região Metropolitana do Rio de Janeiro,São João de Meriti,"[[[-43.410273, -22.814792], [-43.410273, -22.756149], [-43.329256, -22.756149], [-43.329256, -22.814792]]]",BR,Rio de Janeiro,Região Metropolitana do Rio de Janeiro,São João de Meriti,"Rio de Janeiro, Brasil",BR,Rio de Janeiro,,,,,,,,,,,,,-22.788901,-43.369078
2049854,1224107868820893697,2020-02-02T23:10:33,en,25523203,,,,0.895,-1,PER,M,"[{'label': 'GPE', 'term': 'Beijing'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}]","[41.3854908, -75.7080613]",US,Pennsylvania,Lackawanna County,,"[[[-75.737909, 41.372168], [-75.737909, 41.412643], [-75.678068, 41.412643], [-75.678068, 41.372168]]]",US,Pennsylvania,Lackawanna County,,"Scranton, PA USA",US,Pennsylvania,Lackawanna County,Scranton,,,,,,['Beijing'],['CN'],['UNK'],['UNK'],['Beijing'],41.3854908,-75.7080613
2056554,1224109712356016128,2020-02-02T23:17:52,es,93720503,,,,0.919,0,PER,M,"[{'label': 'ORG', 'term': 'CoronaVirus'}, {'label': 'LOC', 'term': 'Corregidora'}, {'label': 'LOC', 'term': 'Queretaro De Arteaga'}, {'label': 'LOC', 'term': 'Mexico'}]","[20.54002, -100.44132]",MX,Querétaro,Corregidora,,"[[[-100.508629, 20.361791], [-100.508629, 20.595719], [-100.370833, 20.595719], [-100.370833, 20.361791]]]",MX,Querétaro,Corregidora,,"Right here, Right Now ",DE,Hesse,Landkreis Marburg-Biedenkopf,,,,,,,"['Corregidora', 'Queretaro De Arteaga', 'Mexico']","['MX', 'MX', 'MX']","['Querétaro', 'Querétaro', 'UNK']","['Corregidora', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']",20.54002,-100.44132
2071238,1224113962389774337,2020-02-02T23:34:46,en,58780758,,,1.2241092120133427e+18,0.801,-1,PER,M,"[{'label': 'GPE', 'term': 'China'}]","[51.92553711, -8.17956351]",IE,,County Cork,,"[[[-10.22546, 51.419215], [-10.22546, 52.388511], [-7.841153, 52.388511], [-7.841153, 51.419215]]]",IE,,County Cork,,"Midleton, Cork, Ireland",IE,,County Cork,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],51.92553711,-8.17956351
2086573,1224118525020626945,2020-02-02T23:52:54,es,212724190,,1.2240681274131538e+18,,0.952,-1,PER,M,,"[11.20920563, 119.41757363]",PH,Palawan,,,"[[[119.237181, 10.980232], [119.237181, 11.424431], [119.570764, 11.424431], [119.570764, 10.980232]]]",PH,Palawan,,,,,,,,,,,,,,,,,,11.20920563,119.41757363
2090259,1224119568928428032,2020-02-02T23:57:02,en,853007708814954496,,,,0.622,0,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'GPE', 'term': 'China'}]","[37.7929728, -122.3958528]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'China']","['PH', 'CN']","['Cebu', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",37.7929728,-122.3958528
2094222,1224120644264235009,2020-02-03T00:01:19,en,73672052,,,,0.801,0,UNK,,"[{'label': 'DATE', 'term': 'a matter of days'}]","[55.852472, -4.309626]",GB,Scotland,Glasgow City,Glasgow,"[[[-4.393285, 55.796184], [-4.393285, 55.920421], [-4.090218, 55.920421], [-4.090218, 55.796184]]]",GB,Scotland,Glasgow City,Glasgow,"46 869100,103 848242",US,Georgia,Treutlen County,,,,,,,,,,,,55.852472,-4.309626
2094225,1224120645564260353,2020-02-03T00:01:19,it,212724190,,1.2241167368170168e+18,,0.688,0,PER,M,"[{'label': 'LOC', 'term': 'Lalcol'}, {'label': 'LOC', 'term': 'Laddroga'}]","[11.20919037, 119.41751837]",PH,Palawan,,,"[[[119.237181, 10.980232], [119.237181, 11.424431], [119.570764, 11.424431], [119.570764, 10.980232]]]",PH,Palawan,,,,,,,,,,,,,,,,,,11.20919037,119.41751837
2094936,1224120833322258432,2020-02-03T00:02:04,it,212724190,,1.2241167368170168e+18,,0.732,0,PER,M,"[{'label': 'LOC', 'term': 'Lalcol'}, {'label': 'LOC', 'term': 'Laddroga'}]","[11.20919037, 119.41751837]",PH,Palawan,,,"[[[119.237181, 10.980232], [119.237181, 11.424431], [119.570764, 11.424431], [119.570764, 10.980232]]]",PH,Palawan,,,,,,,,,,,,,,,,,,11.20919037,119.41751837
2112381,1224125644017164288,2020-02-03T00:21:11,en,1049812315934208000,,,,0.518,0,ORG,,"[{'label': 'ORG', 'term': 'Coronavirus China'}]","[53.291974, -6.234077]",IE,,,,"[[[-6.282038, 53.199283], [-6.282038, 53.315283], [-6.066759, 53.315283], [-6.066759, 53.199283]]]",IE,,County Dublin,,Dublin,IE,,County Dublin,,,,,,,,,,,,53.291974,-6.234077
2120933,1224128119616962563,2020-02-03T00:31:01,en,30199374,,,,0.428,1,PER,M,"[{'label': 'DATE', 'term': 'A new day'}, {'label': 'ORG', 'term': 'wuhanciayou wuhan hubei'}, {'label': 'GPE', 'term': 'China'}, {'label': 'PERSON', 'term': 'teflindo wayneduplessis emilytjandra'}, {'label': 'PERSON', 'term': 'lawrenceduplessis saljublossom'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'China'}]","[30.5833, 114.267]",CN,Hubei,Jianghan District,万松街道,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,"Surabaya,East Java,Indonesia",ID,East Java,,Surabaya,,,,,,"['China', 'Wuhan', 'China']","['CN', 'CN', 'CN']","['UNK', 'Hubei', 'UNK']","['UNK', ""Jiang'an District"", 'UNK']","['UNK', 'Wuhan', 'UNK']",30.5833,114.267
2123430,1224128846531661825,2020-02-03T00:33:54,in,844794119088029697,,,,0.53,0,PER,F,"[{'label': 'ORG', 'term': 'Ingat jangan panik tetap'}, {'label': 'PERSON', 'term': 'bukan kita siapa lagi'}, {'label': 'EVENT', 'term': 'pmijateng palangmerahindonesia infoboyolali'}, {'label': 'PERSON', 'term': 'Boyolali'}, {'label': 'PERSON', 'term': 'Jawa Tengah'}, {'label': 'GPE', 'term': 'Indonesia'}]","[-7.51268728, 110.59433394]",ID,Central Java,,,"[[[110.547452, -7.549159], [110.547452, -7.48682], [110.634301, -7.48682], [110.634301, -7.549159]]]",ID,Central Java,,,Boyolali jateng,ID,Central Java,,,,,,,,['Indonesia'],['ID'],['UNK'],['UNK'],['UNK'],-7.51268728,110.59433394
2132045,1224131392621219840,2020-02-03T00:44:01,es,310011811,,,,0.816,0,GPE,,"[{'label': 'MISC', 'term': 'Coronavirus en La Ciudad de Los Bellos Atardeceres'}]","[19.55717, -71.07189]",DO,Valverde,Mao,Mao,"[[[-71.179202, 19.424247], [-71.179202, 19.620458], [-70.874579, 19.620458], [-70.874579, 19.424247]]]",DO,Valverde,Mao,,Dominican Republic,DO,,,,,,,,,,,,,,19.55717,-71.07189
2134946,1224132274116943873,2020-02-03T00:47:32,en,853007708814954496,,,,0.778,0,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'GPE', 'term': 'Santa Clara County'}, {'label': 'ORG', 'term': 'Text Squad'}, {'label': 'CARDINAL', 'term': '66599'}, {'label': 'CARDINAL', 'term': '66599'}]","[37.7929728, -122.3958528]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'Santa Clara County']","['PH', 'US']","['Cebu', 'California']","['UNK', 'Santa Clara County']","['UNK', 'UNK']",37.7929728,-122.3958528
2142015,1224134355217457153,2020-02-03T00:55:48,ca,8068142,,,,0.8,0,UNK,,"[{'label': 'ORG', 'term': 'Tokyo Narita International Airport'}, {'label': 'ORG', 'term': 'Arrival Terminal'}]","[35.76434348, 140.39428711]",JP,,,Narita,"[[[140.250167, 35.723249], [140.250167, 35.902285], [140.47263, 35.902285], [140.47263, 35.723249]]]",JP,,,Narita,tokyo,JP,,,Tokyo,,,,,,,,,,,35.76434348,140.39428711
2149121,1224136302511251462,2020-02-03T01:03:32,tl,165051992,,,,0.746,0,NORP,,"[{'label': 'NORP', 'term': 'chinese'}, {'label': 'GPE', 'term': 'china Wuhan'}, {'label': 'GPE', 'term': 'China'}]","[30.52502419, 114.35014953]",CN,Hubei,,Hongshan District,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,Melbourne,AU,,,Melbourne,,,,,,"['china Wuhan', 'China']","['CN', 'CN']","['Hubei', 'UNK']","[""Jiang'an District"", 'UNK']","['Wuhan', 'UNK']",30.52502419,114.35014953
2166140,1224141457407336448,2020-02-03T01:24:01,en,500825663,,,,0.59,-1,PER,F,"[{'label': 'PERSON', 'term': 'Karen Davila'}, {'label': 'PERSON', 'term': 'Kobes Mamba Mentality'}]","[14.5634921, 121.03674859]",PH,,,Makati,"[[[120.99888, 14.513482], [120.99888, 14.579517], [121.067544, 14.579517], [121.067544, 14.513482]]]",PH,,,Makati,,,,,,,,,,,,,,,,14.5634921,121.03674859
2166976,1224141708906106881,2020-02-03T01:25:01,es,8091552,,,,0.768,-1,ORG,,"[{'label': 'LOC', 'term': 'Mxico'}]","[25.540505, -103.460398]",MX,Coahuila,Torreón,Torreón,"[[[-103.511379, 24.793821], [-103.511379, 25.694625], [-102.954881, 25.694625], [-102.954881, 24.793821]]]",MX,Coahuila,Torreón,,"Torreón, Coahuila de Zaragoza",MX,Coahuila,Torreón,,['Coahuila'],['MX'],['Coahuila'],['UNK'],['UNK'],,,,,,25.540505,-103.460398
2169702,1224142533397082112,2020-02-03T01:28:18,pt,973777140805242880,,,,0.669,0,PER,M,"[{'label': 'MISC', 'term': 'CoronaVirus p'}, {'label': 'LOC', 'term': 'China'}, {'label': 'LOC', 'term': 'Wuhan'}, {'label': 'LOC', 'term': 'China'}]","[30.52502419, 114.35014953]",CN,Hubei,,Hongshan District,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,,,,,,,,,,,"['China', 'Wuhan', 'China']","['CN', 'CN', 'CN']","['UNK', 'Hubei', 'UNK']","['UNK', ""Jiang'an District"", 'UNK']","['UNK', 'Wuhan', 'UNK']",30.52502419,114.35014953
2170985,1224142903452356610,2020-02-03T01:29:46,pt,973777140805242880,,,,0.669,0,PER,M,"[{'label': 'MISC', 'term': 'CoronaVirus p'}, {'label': 'LOC', 'term': 'China'}, {'label': 'LOC', 'term': 'Wuhan'}, {'label': 'LOC', 'term': 'China'}]","[30.52502419, 114.35014953]",CN,Hubei,,Hongshan District,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,,,,,,,,,,,"['China', 'Wuhan', 'China']","['CN', 'CN', 'CN']","['UNK', 'Hubei', 'UNK']","['UNK', ""Jiang'an District"", 'UNK']","['UNK', 'Wuhan', 'UNK']",30.52502419,114.35014953
2188381,1224148001444130817,2020-02-03T01:50:01,en,853007708814954496,,,,0.691,0,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'GPE', 'term': 'Santa Clara County'}, {'label': 'GPE', 'term': 'China'}]","[37.7929728, -122.3958528]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'Santa Clara County', 'China']","['PH', 'US', 'CN']","['Cebu', 'California', 'UNK']","['UNK', 'Santa Clara County', 'UNK']","['UNK', 'UNK', 'UNK']",37.7929728,-122.3958528
2203183,1224152284138893312,2020-02-03T02:07:02,en,853007708814954496,,,,0.493,-1,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'GPE', 'term': 'Santa Clara County'}, {'label': 'CARDINAL', 'term': 'four'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'China'}]","[37.71235651, -122.40294686]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'Santa Clara County', 'Wuhan', 'China']","['PH', 'US', 'CN', 'CN']","['Cebu', 'California', 'Hubei', 'UNK']","['UNK', 'Santa Clara County', ""Jiang'an District"", 'UNK']","['UNK', 'UNK', 'Wuhan', 'UNK']",37.71235651,-122.40294686
2212097,1224154872859320320,2020-02-03T02:17:20,en,394421259,,,,0.462,-1,PER,F,"[{'label': 'NORP', 'term': 'Chinese'}, {'label': 'CARDINAL', 'term': '9'}, {'label': 'EVENT', 'term': 'the Lunar New Year'}, {'label': 'NORP', 'term': 'Asian'}, {'label': 'NORP', 'term': 'Philippine'}, {'label': 'CARDINAL', 'term': '7200'}]","[14.63927286, 121.03634781]",PH,,,Quezon City,"[[[120.989705, 14.589376], [120.989705, 14.776648], [121.135766, 14.776648], [121.135766, 14.589376]]]",PH,,,Quezon City,"Manila, Philippines",PH,,,Manila,,,,,,,,,,,14.63927286,121.03634781
2214934,1224155694087245825,2020-02-03T02:20:35,en,952227121,,,,0.84,0,PER,M,"[{'label': 'ORG', 'term': 'Be Rock School'}]","[39.891979, -75.322568]",US,Pennsylvania,Delaware County,,"[[[-75.341968, 39.882641], [-75.341968, 39.916604], [-75.29943, 39.916604], [-75.29943, 39.882641]]]",US,Pennsylvania,Delaware County,,,,,,,,,,,,,,,,,39.891979,-75.322568
2220725,1224157319711227904,2020-02-03T02:27:03,en,853007708814954496,,,,0.727,0,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'GPE', 'term': 'Santa Clara'}, {'label': 'GPE', 'term': 'San Benito'}, {'label': 'ORG', 'term': 'Local News'}, {'label': 'CARDINAL', 'term': '2020'}]","[37.7929728, -122.3958528]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'Santa Clara', 'San Benito']","['PH', 'CU', 'CO']","['Cebu', 'Villa Clara', 'Santander']","['UNK', 'UNK', 'San Benito']","['UNK', 'Santa Clara', 'UNK']",37.7929728,-122.3958528
2230012,1224160093983215618,2020-02-03T02:38:04,en,185789961,,,,0.886,-1,ORG,,"[{'label': 'GPE', 'term': 'Ohio'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'CARDINAL', 'term': '2019'}]","[45.63697547, -73.56726563]",CA,Quebec,Urban agglomeration of Montreal,Montreal,"[[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095]]]",CA,Quebec,,,Worldwide,GB,England,Greater Manchester,Manchester,,,,,,['Ohio'],['US'],['Ohio'],['UNK'],['UNK'],45.63697547,-73.56726563
2230633,1224160269749964800,2020-02-03T02:38:46,en,297268829,,,,0.441,0,PER,M,"[{'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'Bangkok'}]","[13.74349415, 100.52983498]",TH,Bangkok,Pathum Wan District,Wang Mai Subdistrict,"[[[100.521511, 13.732782], [100.521511, 13.749813], [100.531115, 13.749813], [100.531115, 13.732782]]]",TH,Sa Kaeo Province,,,Bangkok,TH,Bangkok,,,,,,,,"['Wuhan', 'Bangkok']","['CN', 'TH']","['Hubei', 'Bangkok']","[""Jiang'an District"", 'UNK']","['Wuhan', 'UNK']",13.74349415,100.52983498
2236354,1224161970724540418,2020-02-03T02:45:32,en,853007708814954496,,,,0.723,0,PER,F,"[{'label': 'ORG', 'term': 'San Francisco'}, {'label': 'FAC', 'term': 'Travis Air Force Base'}, {'label': 'GPE', 'term': 'Fairfield'}, {'label': 'CARDINAL', 'term': 'about 250'}, {'label': 'ORG', 'term': 'San Francisco Chronicle Travis Air Force Base'}, {'label': 'GPE', 'term': 'Fairfield'}, {'label': 'CARDINAL', 'term': 'about 250'}, {'label': 'ORG', 'term': 'AmandaFarr Farr'}]","[37.7485909, -122.4190191]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['Travis Air Force Base', 'Fairfield', 'Fairfield']","['US', 'AU', 'AU']","['California', 'New South Wales', 'New South Wales']","['Solano County', 'UNK', 'UNK']","['Fairfield', 'UNK', 'UNK']",37.7485909,-122.4190191
2258072,1224169000550178823,2020-02-03T03:13:28,en,21263260,,,1.2241370892743967e+18,0.919,-1,PER,M,"[{'label': 'CARDINAL', 'term': 'two'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'GPE', 'term': 'Italy'}, {'label': 'NORP', 'term': 'Asian'}]","[21.13513514, -86.79331556]",MX,Quintana Roo,Benito Juárez,,"[[[-86.822084, 21.150182], [-86.822084, 21.150473], [-86.821759, 21.150473], [-86.821759, 21.150182]]]",CO,Atlántico,,Barranquilla,"Danforth East, Toronto",CA,Ontario,,Old Toronto,['Beaches East York'],['CA'],['Ontario'],['UNK'],['Old Toronto'],['Italy'],['IT'],['UNK'],['UNK'],['UNK'],21.13513514,-86.79331556
2259678,1224169497747165191,2020-02-03T03:15:26,es,2767598188,,,,0.7,1,PER,F,"[{'label': 'MISC', 'term': 'Festival Fiebre Del Memo'}]","[-33.46147008, -70.6708631]",CL,Santiago Metropolitan Region,Provincia de Santiago,Santiago,"[[[-70.692959, -33.478574], [-70.692959, -33.425749], [-70.626272, -33.425749], [-70.626272, -33.478574]]]",CL,Santiago Metropolitan Region,Provincia de Santiago,Santiago,Santiago de Chile,CL,Santiago Metropolitan Region,Provincia de Santiago,Santiago,,,,,,,,,,,-33.46147008,-70.6708631
2261198,1224169960982884354,2020-02-03T03:17:17,en,21263260,,,1.2241370892743967e+18,0.846,-1,PER,M,,"[21.13513514, -86.79331556]",MX,Quintana Roo,Benito Juárez,,"[[[-86.822084, 21.150182], [-86.822084, 21.150473], [-86.821759, 21.150473], [-86.821759, 21.150182]]]",CO,Atlántico,,Barranquilla,"Danforth East, Toronto",CA,Ontario,,Old Toronto,['Beaches East York'],['CA'],['Ontario'],['UNK'],['Old Toronto'],,,,,,21.13513514,-86.79331556
2277073,1224175192861114368,2020-02-03T03:38:04,en,191092262,,,,0.688,-1,UNK,,"[{'label': 'GPE', 'term': 'Moscow'}, {'label': 'GPE', 'term': 'Dublin'}, {'label': 'ORG', 'term': 'the World Health Organisation s'}, {'label': 'PERSON', 'term': 'Mike Ryan'}, {'label': 'GPE', 'term': 'Ireland'}]","[45.75975883, -73.56725453]",CA,Quebec,Les Moulins,,"[[[-73.700164, 45.716103], [-73.700164, 45.821364], [-73.526116, 45.821364], [-73.526116, 45.716103]]]",CA,Quebec,Les Moulins,,,,,,,,,,,,"['Moscow', 'Dublin', 'Ireland']","['RU', 'IE', 'IE']","['Moscow', 'UNK', 'UNK']","['UNK', 'County Dublin', 'UNK']","['UNK', 'UNK', 'UNK']",45.75975883,-73.56725453
2277077,1224175194039705601,2020-02-03T03:38:04,en,191092262,,,,0.747,-1,UNK,,"[{'label': 'ORG', 'term': 'Stigma Plane'}, {'label': 'GPE', 'term': 'Dublin'}, {'label': 'ORG', 'term': 'The National Public Health Emergency NPHE'}, {'label': 'DATE', 'term': 'yesterday'}, {'label': 'GPE', 'term': 'Ireland'}]","[45.75975883, -73.56725453]",CA,Quebec,Les Moulins,,"[[[-73.700164, 45.716103], [-73.700164, 45.821364], [-73.526116, 45.821364], [-73.526116, 45.716103]]]",CA,Quebec,Les Moulins,,,,,,,,,,,,"['Dublin', 'Ireland']","['IE', 'IE']","['UNK', 'UNK']","['County Dublin', 'UNK']","['UNK', 'UNK']",45.75975883,-73.56725453
2278060,1224175504888123393,2020-02-03T03:39:19,en,23287241,,,,0.727,0,PER,M,"[{'label': 'GPE', 'term': 'Cleveland'}, {'label': 'GPE', 'term': 'Ohio'}]","[41.4996, -81.6937]",US,Ohio,Cuyahoga County,Cleveland,"[[[-81.877771, 41.392684], [-81.877771, 41.599195], [-81.533163, 41.599195], [-81.533163, 41.392684]]]",US,Ohio,Cuyahoga County,Cleveland,"Cleveland,OH",US,Ohio,Cuyahoga County,Cleveland,,,,,,"['Cleveland', 'Ohio']","['US', 'US']","['Arkansas', 'Ohio']","['Cleveland County', 'UNK']","['UNK', 'UNK']",41.4996,-81.6937
2294407,1224181042086584322,2020-02-03T04:01:19,en,73672052,,,,0.771,0,UNK,,"[{'label': 'GPE', 'term': 'China'}]","[55.852472, -4.309626]",GB,Scotland,Glasgow City,Glasgow,"[[[-4.393285, 55.796184], [-4.393285, 55.920421], [-4.090218, 55.920421], [-4.090218, 55.796184]]]",GB,Scotland,Glasgow City,Glasgow,"46 869100,103 848242",US,Georgia,Treutlen County,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],55.852472,-4.309626
2296088,1224181603401789440,2020-02-03T04:03:33,en,853007708814954496,,,,0.631,0,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'ORDINAL', 'term': 'second'}, {'label': 'GPE', 'term': 'Bay Area'}]","[37.7520581, -122.4070723]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'Bay Area']","['PH', 'US']","['Cebu', 'California']","['UNK', 'San Francisco']","['UNK', 'San Francisco']",37.7520581,-122.4070723
2308490,1224186128888213504,2020-02-03T04:21:32,es,96668390,,,,0.814,0,PER,M,"[{'label': 'LOC', 'term': 'Repblica Dominicana'}, {'label': 'MISC', 'term': 'Coronavirus West Bronx'}, {'label': 'LOC', 'term': 'Bronx'}, {'label': 'LOC', 'term': 'New York'}]","[40.82698178, -73.92100957]",US,New York,,New York,"[[[-73.933612, 40.785365], [-73.933612, 40.91533], [-73.765271, 40.91533], [-73.765271, 40.785365]]]",US,New York,,New York,USA,US,,,,,,,,,"['Bronx', 'New York']","['US', 'US']","['New York', 'New York']","['UNK', 'UNK']","['New York', 'UNK']",40.82698178,-73.92100957
2316326,1224188928204378114,2020-02-03T04:32:39,en,2355630362,,,,0.743,1,PER,M,"[{'label': 'GPE', 'term': 'Seoul'}, {'label': 'GPE', 'term': 'South Korea'}]","[37.5689, 126.977]",KR,,,Seoul,"[[[126.954584, 37.560865], [126.954584, 37.632942], [127.020042, 37.632942], [127.020042, 37.560865]]]",KR,,,Seoul,,,,,,,,,,,"['Seoul', 'South Korea']","['KR', 'KR']","['UNK', 'UNK']","['UNK', 'UNK']","['Seoul', 'UNK']",37.5689,126.977
2320164,1224190284898033664,2020-02-03T04:38:02,en,138418838,,,,0.59,0,PER,F,"[{'label': 'GPE', 'term': 'York'}, {'label': 'GPE', 'term': 'England PHE'}, {'label': 'CARDINAL', 'term': 'two'}]","[51.50413561, -0.13608912]",GB,England,,Westminster,"[[[-0.187894, 51.483718], [-0.187894, 51.516466], [-0.109978, 51.516466], [-0.109978, 51.483718]]]",GB,England,,City of London,Americas United Kingdom,GB,England,Rutland,,['Americas United Kingdom'],['GB'],['England'],['Rutland'],['UNK'],"['York', 'England PHE']","['GB', 'GB']","['England', 'England']","['York', 'UNK']","['UNK', 'London']",51.50413561,-0.13608912
2332034,1224194415545196546,2020-02-03T04:54:27,en,385785726,,,,0.803,-1,PER,M,"[{'label': 'PERSON', 'term': 'bettersafethansorry hklife Wong Chuk Hang'}]","[22.24462181, 114.16883323]",CN,Hong Kong,,Hong Kong Island,"[[[114.110046, 22.193065], [114.110046, 22.275622], [114.310344, 22.275622], [114.310344, 22.193065]]]",CN,Hong Kong,,,Hong Kong,CN,Hong Kong,,,['Hong Kong'],['CN'],['Hong Kong'],['UNK'],['UNK'],,,,,,22.24462181,114.16883323
